,total_enrollment,total_price,year,for_profit,private,public,net_cost_0_to_30,net_cost_30_to_48,net_cost_48_to_75,net_cost_75_to_110,net_cost_over_110,state_code,off_campus,on_campus,two_year,four_year,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,asian_enrollment,white_enrollment,black_enrollment,american_indian_alaska_native_enrollment,hispanic_enrollment
5762,5059.0,12231,2018,0.0,0.0,1.0,7669.050193999999,7659.180116,9820.727082,10825.50097,12000.04019,1,0.0,1.0,1.0,0.0,5412.0,2794,8206,5450,10862,48.0,1534.0,189.0,26.0,2823.0
5763,5059.0,19565,2016,0.0,0.0,1.0,7770.0,7760.0,9950.0,10968.0,12158.0,1,1.0,0.0,1.0,0.0,5412.0,2794,8206,5450,10862,48.0,1534.0,189.0,26.0,2823.0
5764,1427.0,15334,2018,0.0,0.0,1.0,5135.0,5355.0,7535.0,0.0,0.0,38,1.0,0.0,0.0,1.0,0.0,3560,3560,3560,3560,1.0,53.0,0.0,1361.0,6.0
5765,1427.0,15334,2017,0.0,0.0,1.0,5135.0,5355.0,7535.0,0.0,0.0,38,1.0,0.0,0.0,1.0,0.0,3560,3560,3560,3560,1.0,53.0,0.0,1361.0,6.0
5766,1427.0,12034,2017,0.0,0.0,1.0,5135.0,5355.0,7535.0,0.0,0.0,38,0.0,1.0,0.0,1.0,0.0,3560,3560,3560,3560,1.0,53.0,0.0,1361.0,6.0
5767,1427.0,12034,2018,0.0,0.0,1.0,5135.0,5355.0,7535.0,0.0,0.0,38,0.0,1.0,0.0,1.0,0.0,3560,3560,3560,3560,1.0,53.0,0.0,1361.0,6.0
5768,1094.0,53090,2016,0.0,1.0,0.0,19113.0,20287.0,21804.0,22770.0,24529.0,2,1.0,0.0,0.0,1.0,13200.0,38100,51300,38100,51300,43.0,368.0,202.0,3.0,113.0
5769,1094.0,56500,2018,0.0,1.0,0.0,20370.24016,21621.46508,23238.25231,24267.79514,26142.50096,2,1.0,0.0,0.0,1.0,13200.0,38100,51300,38100,51300,43.0,368.0,202.0,3.0,113.0
5770,1094.0,55250,2018,0.0,1.0,0.0,20370.24016,21621.46508,23238.25231,24267.79514,26142.50096,2,0.0,1.0,0.0,1.0,13200.0,38100,51300,38100,51300,43.0,368.0,202.0,3.0,113.0
5771,1094.0,53490,2017,0.0,1.0,0.0,19721.34201,20932.70891,22497.99306,23494.73958,25309.72627,2,0.0,1.0,0.0,1.0,13200.0,38100,51300,38100,51300,43.0,368.0,202.0,3.0,113.0
5772,1094.0,51840,2016,0.0,1.0,0.0,19113.0,20287.0,21804.0,22770.0,24529.0,2,0.0,1.0,0.0,1.0,13200.0,38100,51300,38100,51300,43.0,368.0,202.0,3.0,113.0
5773,1094.0,54740,2017,0.0,1.0,0.0,19721.34201,20932.70891,22497.99306,23494.73958,25309.72627,2,1.0,0.0,0.0,1.0,13200.0,38100,51300,38100,51300,43.0,368.0,202.0,3.0,113.0
5774,4058.0,34936,2017,0.0,1.0,0.0,27188.0225,25221.09438,24482.21712,24307.21987,25660.12256,17,0.0,1.0,0.0,1.0,8076.0,23306,31382,23306,31382,23.0,2053.0,1107.0,16.0,90.0
5775,4058.0,34138,2016,0.0,1.0,0.0,26567.0,24645.0,23923.0,23752.0,25074.0,17,0.0,1.0,0.0,1.0,8076.0,23306,31382,23306,31382,23.0,2053.0,1107.0,16.0,90.0
5776,4058.0,33740,2016,0.0,1.0,0.0,26567.0,24645.0,23923.0,23752.0,25074.0,17,1.0,0.0,0.0,1.0,8076.0,23306,31382,23306,31382,23.0,2053.0,1107.0,16.0,90.0
5777,4058.0,32956,2018,0.0,1.0,0.0,26095.39645,24207.51479,23498.33136,23330.36686,24628.89941,17,1.0,0.0,0.0,1.0,8076.0,23306,31382,23306,31382,23.0,2053.0,1107.0,16.0,90.0
5778,4058.0,34440,2017,0.0,1.0,0.0,27188.0225,25221.09438,24482.21712,24307.21987,25660.12256,17,1.0,0.0,0.0,1.0,8076.0,23306,31382,23306,31382,23.0,2053.0,1107.0,16.0,90.0
5779,4058.0,33532,2018,0.0,1.0,0.0,26095.39645,24207.51479,23498.33136,23330.36686,24628.89941,17,0.0,1.0,0.0,1.0,8076.0,23306,31382,23306,31382,23.0,2053.0,1107.0,16.0,90.0
5780,2707.0,45220,2017,0.0,1.0,0.0,18367.0,16423.0,19444.0,20386.0,21212.0,17,0.0,1.0,0.0,1.0,10948.0,31080,42028,31080,42028,35.0,1891.0,471.0,6.0,68.0
5781,2707.0,43734,2016,0.0,1.0,0.0,18367.0,16423.0,19444.0,20386.0,21212.0,17,1.0,0.0,0.0,1.0,10948.0,31080,42028,31080,42028,35.0,1891.0,471.0,6.0,68.0
5782,2707.0,43752,2017,0.0,1.0,0.0,18367.0,16423.0,19444.0,20386.0,21212.0,17,1.0,0.0,0.0,1.0,10948.0,31080,42028,31080,42028,35.0,1891.0,471.0,6.0,68.0
5783,2707.0,43748,2018,0.0,1.0,0.0,18367.0,16423.0,19444.0,20386.0,21212.0,17,1.0,0.0,0.0,1.0,10948.0,31080,42028,31080,42028,35.0,1891.0,471.0,6.0,68.0
5784,2707.0,45220,2016,0.0,1.0,0.0,18367.0,16423.0,19444.0,20386.0,21212.0,17,0.0,1.0,0.0,1.0,10948.0,31080,42028,31080,42028,35.0,1891.0,471.0,6.0,68.0
5785,2707.0,45220,2018,0.0,1.0,0.0,18367.0,16423.0,19444.0,20386.0,21212.0,17,0.0,1.0,0.0,1.0,10948.0,31080,42028,31080,42028,35.0,1891.0,471.0,6.0,68.0
5786,3695.0,47711,2018,0.0,1.0,0.0,19584.46521,19860.73844,22748.2737,25697.67709,29172.95964,17,0.0,1.0,0.0,1.0,11650.0,32260,43910,32260,43910,56.0,2875.0,113.0,4.0,40.0
5787,3695.0,44728,2016,0.0,1.0,0.0,18360.0,18619.0,21326.0,24091.0,27349.0,17,1.0,0.0,0.0,1.0,11650.0,32260,43910,32260,43910,56.0,2875.0,113.0,4.0,40.0
5788,3695.0,46118,2017,0.0,1.0,0.0,18930.56877,19197.61764,21988.74235,24839.66951,28198.9175,17,0.0,1.0,0.0,1.0,11650.0,32260,43910,32260,43910,56.0,2875.0,113.0,4.0,40.0
5789,3695.0,44728,2016,0.0,1.0,0.0,18360.0,18619.0,21326.0,24091.0,27349.0,17,0.0,1.0,0.0,1.0,11650.0,32260,43910,32260,43910,56.0,2875.0,113.0,4.0,40.0
5790,3695.0,47711,2018,0.0,1.0,0.0,19584.46521,19860.73844,22748.2737,25697.67709,29172.95964,17,1.0,0.0,0.0,1.0,11650.0,32260,43910,32260,43910,56.0,2875.0,113.0,4.0,40.0
5791,3695.0,46118,2017,0.0,1.0,0.0,18930.56877,19197.61764,21988.74235,24839.66951,28198.9175,17,1.0,0.0,0.0,1.0,11650.0,32260,43910,32260,43910,56.0,2875.0,113.0,4.0,40.0
5792,702.0,22365,2017,0.0,0.0,1.0,15222.43925,15253.3508,18519.00575,20181.24905,20885.23452,17,1.0,0.0,1.0,0.0,8696.0,7658,16354,27674,36370,1.0,658.0,6.0,0.0,10.0
5793,702.0,22365,2017,0.0,0.0,1.0,15222.43925,15253.3508,18519.00575,20181.24905,20885.23452,17,0.0,1.0,1.0,0.0,8696.0,7658,16354,27674,36370,1.0,658.0,6.0,0.0,10.0
5794,702.0,23065,2018,0.0,0.0,1.0,15698.884930000002,15730.763969999998,19098.63034,20812.90004,21538.91948,17,1.0,0.0,1.0,0.0,8696.0,7658,16354,27674,36370,1.0,658.0,6.0,0.0,10.0
5795,702.0,22429,2016,0.0,0.0,1.0,15266.0,15297.0,18572.0,20239.0,20945.0,17,0.0,1.0,1.0,0.0,8696.0,7658,16354,27674,36370,1.0,658.0,6.0,0.0,10.0
5796,702.0,22429,2016,0.0,0.0,1.0,15266.0,15297.0,18572.0,20239.0,20945.0,17,1.0,0.0,1.0,0.0,8696.0,7658,16354,27674,36370,1.0,658.0,6.0,0.0,10.0
5797,702.0,23065,2018,0.0,0.0,1.0,15698.884930000002,15730.763969999998,19098.63034,20812.90004,21538.91948,17,0.0,1.0,1.0,0.0,8696.0,7658,16354,27674,36370,1.0,658.0,6.0,0.0,10.0
5798,1734.0,53790,2016,0.0,1.0,0.0,20049.0,20628.0,22156.0,27467.0,31459.0,17,1.0,0.0,0.0,1.0,12430.0,45760,58190,45760,58190,40.0,1255.0,116.0,1.0,72.0
5799,1734.0,55460,2018,0.0,1.0,0.0,20840.05356,21441.89859,23030.18737,28550.73825,32700.24664,17,1.0,0.0,0.0,1.0,12430.0,45760,58190,45760,58190,40.0,1255.0,116.0,1.0,72.0
5800,1734.0,54390,2017,0.0,1.0,0.0,20314.92864,20901.60846,22449.87576,27831.32052,31876.27015,17,1.0,0.0,0.0,1.0,12430.0,45760,58190,45760,58190,40.0,1255.0,116.0,1.0,72.0
5801,1734.0,61910,2018,0.0,1.0,0.0,20840.05356,21441.89859,23030.18737,28550.73825,32700.24664,17,0.0,1.0,0.0,1.0,12430.0,45760,58190,45760,58190,40.0,1255.0,116.0,1.0,72.0
5802,1734.0,59560,2016,0.0,1.0,0.0,20049.0,20628.0,22156.0,27467.0,31459.0,17,0.0,1.0,0.0,1.0,12430.0,45760,58190,45760,58190,40.0,1255.0,116.0,1.0,72.0
5803,1734.0,60350,2017,0.0,1.0,0.0,20314.92864,20901.60846,22449.87576,27831.32052,31876.27015,17,0.0,1.0,0.0,1.0,12430.0,45760,58190,45760,58190,40.0,1255.0,116.0,1.0,72.0
5804,11318.0,20404,2018,0.0,0.0,1.0,9665.947456,10992.07744,12154.19135,14626.433680000002,0.0,4,1.0,0.0,1.0,0.0,0.0,1419,1419,8409,8409,3564.0,2180.0,452.0,20.0,2193.0
5805,11318.0,20402,2017,0.0,0.0,1.0,9665.0,10991.0,12153.0,14625.0,0.0,4,1.0,0.0,1.0,0.0,0.0,1419,1419,8409,8409,3564.0,2180.0,452.0,20.0,2193.0
5806,1979.0,41576,2018,0.0,1.0,0.0,14480.66982,15606.82289,17018.87916,18648.09092,26028.103730000003,42,1.0,0.0,0.0,1.0,7350.0,28258,35608,28258,35608,17.0,1390.0,118.0,107.0,45.0
5807,1979.0,39840,2017,0.0,1.0,0.0,13876.0315,14955.1622,16308.258269999998,17869.44252,24941.30394,42,1.0,0.0,0.0,1.0,7350.0,28258,35608,28258,35608,17.0,1390.0,118.0,107.0,45.0
5808,1979.0,41576,2018,0.0,1.0,0.0,14480.66982,15606.82289,17018.87916,18648.09092,26028.103730000003,42,0.0,1.0,0.0,1.0,7350.0,28258,35608,28258,35608,17.0,1390.0,118.0,107.0,45.0
5809,1979.0,39840,2017,0.0,1.0,0.0,13876.0315,14955.1622,16308.258269999998,17869.44252,24941.30394,42,0.0,1.0,0.0,1.0,7350.0,28258,35608,28258,35608,17.0,1390.0,118.0,107.0,45.0
5810,1979.0,38100,2016,0.0,1.0,0.0,13270.0,14302.0,15596.0,17089.0,23852.0,42,1.0,0.0,0.0,1.0,7350.0,28258,35608,28258,35608,17.0,1390.0,118.0,107.0,45.0
5811,1979.0,38100,2016,0.0,1.0,0.0,13270.0,14302.0,15596.0,17089.0,23852.0,42,0.0,1.0,0.0,1.0,7350.0,28258,35608,28258,35608,17.0,1390.0,118.0,107.0,45.0
5812,2475.0,32570,2016,0.0,1.0,0.0,13368.0,14443.0,15120.0,19292.0,22037.0,42,0.0,1.0,0.0,1.0,8190.0,22760,30950,22760,30950,203.0,1619.0,308.0,48.0,142.0
5813,2475.0,32980,2016,0.0,1.0,0.0,13368.0,14443.0,15120.0,19292.0,22037.0,42,1.0,0.0,0.0,1.0,8190.0,22760,30950,22760,30950,203.0,1619.0,308.0,48.0,142.0
5814,2475.0,34915,2017,0.0,1.0,0.0,14330.47958,15482.87826,16208.62143,20681.00031,23623.63694,42,0.0,1.0,0.0,1.0,8190.0,22760,30950,22760,30950,203.0,1619.0,308.0,48.0,142.0
5815,2475.0,36605,2018,0.0,1.0,0.0,15024.12158,16232.300119999998,16993.17163,21682.02825,24767.0981,42,0.0,1.0,0.0,1.0,8190.0,22760,30950,22760,30950,203.0,1619.0,308.0,48.0,142.0
5816,2475.0,36605,2018,0.0,1.0,0.0,15024.12158,16232.300119999998,16993.17163,21682.02825,24767.0981,42,1.0,0.0,0.0,1.0,8190.0,22760,30950,22760,30950,203.0,1619.0,308.0,48.0,142.0
5817,2475.0,34915,2017,0.0,1.0,0.0,14330.47958,15482.87826,16208.62143,20681.00031,23623.63694,42,1.0,0.0,0.0,1.0,8190.0,22760,30950,22760,30950,203.0,1619.0,308.0,48.0,142.0
5818,13444.0,17607,2018,0.0,0.0,1.0,6558.671201,7737.907032999999,10383.79832,12013.52874,12778.96185,42,1.0,0.0,1.0,0.0,0.0,4059,4059,9810,9810,520.0,7871.0,1191.0,565.0,1517.0
5819,13444.0,17457,2017,0.0,0.0,1.0,6502.795658,7671.985181,10295.33522,11911.18142,12670.09355,42,1.0,0.0,1.0,0.0,0.0,4059,4059,9810,9810,520.0,7871.0,1191.0,565.0,1517.0
5820,13444.0,17275,2016,0.0,0.0,1.0,6435.0,7592.0,10188.0,11787.0,12538.0,42,1.0,0.0,1.0,0.0,0.0,4059,4059,9810,9810,520.0,7871.0,1191.0,565.0,1517.0
5821,3035.0,44172,2018,0.0,1.0,0.0,17902.53952,21916.18108,28322.55214,28950.30972,31733.24112,42,1.0,0.0,0.0,1.0,8896.0,31026,39922,31026,39922,74.0,1791.0,162.0,87.0,203.0
5822,3035.0,45408,2017,0.0,1.0,0.0,18403.47991,22529.42929,29115.06039,29760.38359,32621.185660000003,42,1.0,0.0,0.0,1.0,8896.0,31026,39922,31026,39922,74.0,1791.0,162.0,87.0,203.0
5823,3035.0,46300,2016,0.0,1.0,0.0,18765.0,22972.0,29687.0,30345.0,33262.0,42,1.0,0.0,0.0,1.0,8896.0,31026,39922,31026,39922,74.0,1791.0,162.0,87.0,203.0
5824,3035.0,44172,2018,0.0,1.0,0.0,17902.53952,21916.18108,28322.55214,28950.30972,31733.24112,42,0.0,1.0,0.0,1.0,8896.0,31026,39922,31026,39922,74.0,1791.0,162.0,87.0,203.0
5825,3035.0,45408,2017,0.0,1.0,0.0,18403.47991,22529.42929,29115.06039,29760.38359,32621.185660000003,42,0.0,1.0,0.0,1.0,8896.0,31026,39922,31026,39922,74.0,1791.0,162.0,87.0,203.0
5826,3035.0,46300,2016,0.0,1.0,0.0,18765.0,22972.0,29687.0,30345.0,33262.0,42,0.0,1.0,0.0,1.0,8896.0,31026,39922,31026,39922,74.0,1791.0,162.0,87.0,203.0
5827,1298.0,17111,2017,0.0,0.0,1.0,8772.079608,8776.952985,11359.03086,12081.10297,13931.36198,42,1.0,0.0,0.0,1.0,4695.0,8194,12889,9133,13828,17.0,796.0,135.0,43.0,211.0
5828,1298.0,18845,2018,0.0,0.0,1.0,10230.56245,10236.24609,13247.63109,14089.75795,16247.6488,42,1.0,0.0,0.0,1.0,4695.0,8194,12889,9133,13828,17.0,796.0,135.0,43.0,211.0
5829,1298.0,20553,2016,0.0,0.0,1.0,10800.0,10806.0,13985.0,14874.0,17152.0,42,1.0,0.0,0.0,1.0,4695.0,8194,12889,9133,13828,17.0,796.0,135.0,43.0,211.0
5830,1298.0,14080,2017,0.0,0.0,1.0,8772.079608,8776.952985,11359.03086,12081.10297,13931.36198,42,0.0,1.0,0.0,1.0,4695.0,8194,12889,9133,13828,17.0,796.0,135.0,43.0,211.0
5831,1298.0,17335,2016,0.0,0.0,1.0,10800.0,10806.0,13985.0,14874.0,17152.0,42,0.0,1.0,0.0,1.0,4695.0,8194,12889,9133,13828,17.0,796.0,135.0,43.0,211.0
5832,1298.0,16421,2018,0.0,0.0,1.0,10230.56245,10236.24609,13247.63109,14089.75795,16247.6488,42,0.0,1.0,0.0,1.0,4695.0,8194,12889,9133,13828,17.0,796.0,135.0,43.0,211.0
5833,1345.0,39326,2017,0.0,1.0,0.0,24691.0479,24380.54679,26908.02579,29748.0759,28936.63301,42,0.0,1.0,0.0,1.0,8644.0,26956,35600,26956,35600,5.0,885.0,88.0,97.0,96.0
5834,1345.0,40306,2018,0.0,1.0,0.0,25306.34635,24988.10759,27578.57111,30489.39499,29657.73102,42,0.0,1.0,0.0,1.0,8644.0,26956,35600,26956,35600,5.0,885.0,88.0,97.0,96.0
5835,1345.0,37996,2016,0.0,1.0,0.0,23856.0,23556.0,25998.0,28742.0,27958.0,42,0.0,1.0,0.0,1.0,8644.0,26956,35600,26956,35600,5.0,885.0,88.0,97.0,96.0
5836,1345.0,40306,2018,0.0,1.0,0.0,25306.34635,24988.10759,27578.57111,30489.39499,29657.73102,42,1.0,0.0,0.0,1.0,8644.0,26956,35600,26956,35600,5.0,885.0,88.0,97.0,96.0
5837,1345.0,39326,2017,0.0,1.0,0.0,24691.0479,24380.54679,26908.02579,29748.0759,28936.63301,42,1.0,0.0,0.0,1.0,8644.0,26956,35600,26956,35600,5.0,885.0,88.0,97.0,96.0
5838,1345.0,37996,2016,0.0,1.0,0.0,23856.0,23556.0,25998.0,28742.0,27958.0,42,1.0,0.0,0.0,1.0,8644.0,26956,35600,26956,35600,5.0,885.0,88.0,97.0,96.0
5839,24932.0,26456,2018,0.0,0.0,1.0,11424.20627,13370.56049,17437.56932,20424.34617,22742.97157,8,1.0,0.0,0.0,1.0,11620.0,10872,22492,29772,41392,995.0,13037.0,5980.0,89.0,1578.0
5840,24932.0,24589,2016,0.0,0.0,1.0,10618.0,12427.0,16207.0,18983.0,21138.0,8,1.0,0.0,0.0,1.0,11620.0,10872,22492,29772,41392,995.0,13037.0,5980.0,89.0,1578.0
5841,24932.0,26456,2018,0.0,0.0,1.0,11424.20627,13370.56049,17437.56932,20424.34617,22742.97157,8,0.0,1.0,0.0,1.0,11620.0,10872,22492,29772,41392,995.0,13037.0,5980.0,89.0,1578.0
5842,24932.0,25594,2017,0.0,0.0,1.0,11051.9782,12934.91553,16869.41144,19758.87193,22001.95095,8,0.0,1.0,0.0,1.0,11620.0,10872,22492,29772,41392,995.0,13037.0,5980.0,89.0,1578.0
5843,24932.0,25594,2017,0.0,0.0,1.0,11051.9782,12934.91553,16869.41144,19758.87193,22001.95095,8,1.0,0.0,0.0,1.0,11620.0,10872,22492,29772,41392,995.0,13037.0,5980.0,89.0,1578.0
5844,24932.0,24589,2016,0.0,0.0,1.0,10618.0,12427.0,16207.0,18983.0,21138.0,8,0.0,1.0,0.0,1.0,11620.0,10872,22492,29772,41392,995.0,13037.0,5980.0,89.0,1578.0
5845,1058.0,38476,2016,0.0,1.0,0.0,19964.0,14919.0,18770.0,22450.0,23711.0,7,0.0,1.0,0.0,1.0,9590.0,27700,37290,27700,37290,7.0,825.0,104.0,4.0,61.0
5846,1058.0,39971,2017,0.0,1.0,0.0,20739.70901,15498.68357,19499.31568,23322.30351,24632.30016,7,0.0,1.0,0.0,1.0,9590.0,27700,37290,27700,37290,7.0,825.0,104.0,4.0,61.0
5847,1058.0,41236,2018,0.0,1.0,0.0,21396.07818,15989.18505,20116.42894,24060.40649,25411.86184,7,0.0,1.0,0.0,1.0,9590.0,27700,37290,27700,37290,7.0,825.0,104.0,4.0,61.0
5848,1058.0,38270,2016,0.0,1.0,0.0,19964.0,14919.0,18770.0,22450.0,23711.0,7,1.0,0.0,0.0,1.0,9590.0,27700,37290,27700,37290,7.0,825.0,104.0,4.0,61.0
5849,1058.0,39971,2017,0.0,1.0,0.0,20739.70901,15498.68357,19499.31568,23322.30351,24632.30016,7,1.0,0.0,0.0,1.0,9590.0,27700,37290,27700,37290,7.0,825.0,104.0,4.0,61.0
5850,1058.0,41236,2018,0.0,1.0,0.0,21396.07818,15989.18505,20116.42894,24060.40649,25411.86184,7,1.0,0.0,0.0,1.0,9590.0,27700,37290,27700,37290,7.0,825.0,104.0,4.0,61.0
5851,4861.0,45540,2016,0.0,1.0,0.0,17884.0,16837.0,18941.0,22143.0,22996.0,21,0.0,1.0,0.0,1.0,7900.0,36070,43970,36070,43970,168.0,3762.0,489.0,15.0,310.0
5852,4861.0,46540,2017,0.0,1.0,0.0,18276.70971,17206.718930000003,19356.92007,22629.231880000003,23500.96267,21,0.0,1.0,0.0,1.0,7900.0,36070,43970,36070,43970,168.0,3762.0,489.0,15.0,310.0
5853,4861.0,49490,2017,0.0,1.0,0.0,18276.70971,17206.718930000003,19356.92007,22629.231880000003,23500.96267,21,1.0,0.0,0.0,1.0,7900.0,36070,43970,36070,43970,168.0,3762.0,489.0,15.0,310.0
5854,4861.0,47670,2018,0.0,1.0,0.0,18720.47167,17624.50132,19826.90975,23178.67391,24071.57049,21,0.0,1.0,0.0,1.0,7900.0,36070,43970,36070,43970,168.0,3762.0,489.0,15.0,310.0
5855,4861.0,50620,2018,0.0,1.0,0.0,18720.47167,17624.50132,19826.90975,23178.67391,24071.57049,21,1.0,0.0,0.0,1.0,7900.0,36070,43970,36070,43970,168.0,3762.0,489.0,15.0,310.0
5856,4861.0,48600,2016,0.0,1.0,0.0,17884.0,16837.0,18941.0,22143.0,22996.0,21,1.0,0.0,0.0,1.0,7900.0,36070,43970,36070,43970,168.0,3762.0,489.0,15.0,310.0
5857,7349.0,18621,2018,0.0,0.0,1.0,4609.871464,6614.733752,8893.980136,11417.00203,12779.08404,33,0.0,1.0,1.0,0.0,5925.0,4252,10177,4784,10709,363.0,4995.0,268.0,87.0,489.0
5858,7349.0,18821,2018,0.0,0.0,1.0,4609.871464,6614.733752,8893.980136,11417.00203,12779.08404,33,1.0,0.0,1.0,0.0,5925.0,4252,10177,4784,10709,363.0,4995.0,268.0,87.0,489.0
5859,7349.0,17217,2016,0.0,0.0,1.0,4217.0,6051.0,8136.0,10444.0,11690.0,33,0.0,1.0,1.0,0.0,5925.0,4252,10177,4784,10709,363.0,4995.0,268.0,87.0,489.0
5860,7349.0,17838,2017,0.0,0.0,1.0,4369.10298,6269.253528,8429.457397,10820.70465,12111.64663,33,1.0,0.0,1.0,0.0,5925.0,4252,10177,4784,10709,363.0,4995.0,268.0,87.0,489.0
5861,7349.0,17217,2016,0.0,0.0,1.0,4217.0,6051.0,8136.0,10444.0,11690.0,33,1.0,0.0,1.0,0.0,5925.0,4252,10177,4784,10709,363.0,4995.0,268.0,87.0,489.0
5862,7349.0,17766,2017,0.0,0.0,1.0,4369.10298,6269.253528,8429.457397,10820.70465,12111.64663,33,0.0,1.0,1.0,0.0,5925.0,4252,10177,4784,10709,363.0,4995.0,268.0,87.0,489.0
5863,12271.0,17310,2018,0.0,0.0,1.0,5984.732332,7729.347852,11154.56563,13254.8104,14106.28845,6,0.0,1.0,1.0,0.0,10140.0,5484,15624,10384,20524,343.0,6923.0,1531.0,137.0,590.0
5864,12271.0,16940,2017,0.0,0.0,1.0,5856.80911,7564.133599,10916.13759,12971.48979,13804.76755,6,0.0,1.0,1.0,0.0,10140.0,5484,15624,10384,20524,343.0,6923.0,1531.0,137.0,590.0
5865,12271.0,17036,2016,0.0,0.0,1.0,5890.0,7607.0,10978.0,13045.0,13883.0,6,1.0,0.0,1.0,0.0,10140.0,5484,15624,10384,20524,343.0,6923.0,1531.0,137.0,590.0
5866,12271.0,16940,2017,0.0,0.0,1.0,5856.80911,7564.133599,10916.13759,12971.48979,13804.76755,6,1.0,0.0,1.0,0.0,10140.0,5484,15624,10384,20524,343.0,6923.0,1531.0,137.0,590.0
5867,12271.0,17310,2018,0.0,0.0,1.0,5984.732332,7729.347852,11154.56563,13254.8104,14106.28845,6,1.0,0.0,1.0,0.0,10140.0,5484,15624,10384,20524,343.0,6923.0,1531.0,137.0,590.0
5868,12271.0,17036,2016,0.0,0.0,1.0,5890.0,7607.0,10978.0,13045.0,13883.0,6,0.0,1.0,1.0,0.0,10140.0,5484,15624,10384,20524,343.0,6923.0,1531.0,137.0,590.0
5869,3481.0,42039,2017,0.0,1.0,0.0,17183.61841,14992.55734,17970.41791,22438.2413,25453.27349,42,1.0,0.0,0.0,1.0,9450.0,27728,37178,27728,37178,80.0,1688.0,565.0,113.0,273.0
5870,3481.0,39760,2016,0.0,1.0,0.0,16642.0,14520.0,17404.0,21731.0,24651.0,42,0.0,1.0,0.0,1.0,9450.0,27728,37178,27728,37178,80.0,1688.0,565.0,113.0,273.0
5871,3481.0,40985,2016,0.0,1.0,0.0,16642.0,14520.0,17404.0,21731.0,24651.0,42,1.0,0.0,0.0,1.0,9450.0,27728,37178,27728,37178,80.0,1688.0,565.0,113.0,273.0
5872,3481.0,42660,2018,0.0,1.0,0.0,17855.82797,15579.05433,18673.40644,23316.00755,26448.98541,42,0.0,1.0,0.0,1.0,9450.0,27728,37178,27728,37178,80.0,1688.0,565.0,113.0,273.0
5873,3481.0,42975,2018,0.0,1.0,0.0,17855.82797,15579.05433,18673.40644,23316.00755,26448.98541,42,1.0,0.0,0.0,1.0,9450.0,27728,37178,27728,37178,80.0,1688.0,565.0,113.0,273.0
5874,3481.0,41054,2017,0.0,1.0,0.0,17183.61841,14992.55734,17970.41791,22438.2413,25453.27349,42,0.0,1.0,0.0,1.0,9450.0,27728,37178,27728,37178,80.0,1688.0,565.0,113.0,273.0
5875,21775.0,20529,2017,0.0,0.0,1.0,3808.717911,5037.8427520000005,7547.349554,0.0,7799.450904,4,1.0,0.0,1.0,0.0,0.0,1438,1438,9568,9568,4312.0,7349.0,346.0,52.0,7394.0
5876,21775.0,21103,2018,0.0,0.0,1.0,3915.211363,5178.703082999999,7758.376815,0.0,8017.527031999999,4,1.0,0.0,1.0,0.0,0.0,1438,1438,9568,9568,4312.0,7349.0,346.0,52.0,7394.0
5877,6951.0,16594,2016,0.0,0.0,1.0,2471.0,4000.0,7320.0,9636.0,10242.0,6,1.0,0.0,1.0,0.0,0.0,5288,5288,9974,9974,188.0,3785.0,731.0,25.0,1721.0
5878,6951.0,16714,2017,0.0,0.0,1.0,2488.869109,4028.926118,7372.934796,9705.683018000002,10316.06532,6,1.0,0.0,1.0,0.0,0.0,5288,5288,9974,9974,188.0,3785.0,731.0,25.0,1721.0
5879,6951.0,16896,2018,0.0,0.0,1.0,2515.970592,4072.797397,7453.219236,9811.368929,10428.39773,6,1.0,0.0,1.0,0.0,0.0,5288,5288,9974,9974,188.0,3785.0,731.0,25.0,1721.0
5880,4260.0,23708,2017,0.0,0.0,1.0,13849.70385,14561.024,16137.95064,20312.69861,19862.86376,39,0.0,1.0,0.0,1.0,9058.0,9987,19045,28056,37114,232.0,3128.0,58.0,49.0,357.0
5881,4260.0,23664,2016,0.0,0.0,1.0,13824.0,14534.0,16108.0,20275.0,19826.0,39,0.0,1.0,0.0,1.0,9058.0,9987,19045,28056,37114,232.0,3128.0,58.0,49.0,357.0
5882,4260.0,26209,2017,0.0,0.0,1.0,13849.70385,14561.024,16137.95064,20312.69861,19862.86376,39,1.0,0.0,0.0,1.0,9058.0,9987,19045,28056,37114,232.0,3128.0,58.0,49.0,357.0
5883,4260.0,26408,2018,0.0,0.0,1.0,14167.49696,14895.13895,16508.249490000002,20778.79057,20318.63387,39,1.0,0.0,0.0,1.0,9058.0,9987,19045,28056,37114,232.0,3128.0,58.0,49.0,357.0
5884,4260.0,23340,2016,0.0,0.0,1.0,13824.0,14534.0,16108.0,20275.0,19826.0,39,1.0,0.0,0.0,1.0,9058.0,9987,19045,28056,37114,232.0,3128.0,58.0,49.0,357.0
5885,4260.0,24252,2018,0.0,0.0,1.0,14167.49696,14895.13895,16508.249490000002,20778.79057,20318.63387,39,0.0,1.0,0.0,1.0,9058.0,9987,19045,28056,37114,232.0,3128.0,58.0,49.0,357.0
5886,28886.0,26341,2016,0.0,0.0,1.0,14765.0,17094.0,20624.0,23134.0,23995.0,39,0.0,1.0,0.0,1.0,12855.0,11166,24021,30141,42996,1901.0,18505.0,395.0,172.0,2101.0
