,name,total_enrollment,Asian enrollment,White enrollment,Black enrollment,American Indian / Alaska Native enrollment,Hispanic enrollment,index,total_price,year,campus,net_cost_0_to_30,net_cost_30_to_48,net_cost_48_to_75,net_cost_75_to_110,net_cost_over_110,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total
0,Liberty University,81459.0,856.0,39062.0,14751.0,447.0,1186.0,40356575,37645,2016,On Campus,25416.0,24960.0,26731.0,29071.0,29447.0,Virginia,VA,Private,4 Year,10478.0,25276,35754,25276,35754
1,Liberty University,81459.0,856.0,39062.0,14751.0,447.0,1186.0,40356576,38364,2017,On Campus,25901.43243,25436.72307,27241.54825,29626.241039999997,30009.42245,Virginia,VA,Private,4 Year,10478.0,25276,35754,25276,35754
2,Liberty University,81459.0,856.0,39062.0,14751.0,447.0,1186.0,40356577,40075,2018,On Campus,27056.6131,26571.17811,28456.496880000002,30947.544830000003,31347.81578,Virginia,VA,Private,4 Year,10478.0,25276,35754,25276,35754
3,Liberty University,81459.0,856.0,39062.0,14751.0,447.0,1186.0,40356582,37383,2016,Off Campus,25416.0,24960.0,26731.0,29071.0,29447.0,Virginia,VA,Private,4 Year,10478.0,25276,35754,25276,35754
4,Liberty University,81459.0,856.0,39062.0,14751.0,447.0,1186.0,40356583,38178,2017,Off Campus,25901.43243,25436.72307,27241.54825,29626.241039999997,30009.42245,Virginia,VA,Private,4 Year,10478.0,25276,35754,25276,35754
5,Liberty University,81459.0,856.0,39062.0,14751.0,447.0,1186.0,40356584,38932,2018,Off Campus,27056.6131,26571.17811,28456.496880000002,30947.544830000003,31347.81578,Virginia,VA,Private,4 Year,10478.0,25276,35754,25276,35754
6,Miami Dade College,66046.0,655.0,4170.0,10722.0,47.0,44870.0,40406064,26849,2016,Off Campus,6717.0,7482.0,8609.0,10087.0,12190.0,Florida,FL,Public,2 Year,,3547,3547,12075,12075
7,Miami Dade College,66046.0,655.0,4170.0,10722.0,47.0,44870.0,40406065,26853,2017,Off Campus,6718.000708,7483.114678,8610.28258,10088.502770000001,12191.81608,Florida,FL,Public,2 Year,,3547,3547,12075,12075
8,Miami Dade College,66046.0,655.0,4170.0,10722.0,47.0,44870.0,40406066,26678,2018,Off Campus,6674.219747,7434.3474989999995,8554.16969,10022.756379999999,12112.36247,Florida,FL,Public,2 Year,,3547,3547,12075,12075
9,Grand Canyon University,62304.0,2446.0,28715.0,13856.0,586.0,8933.0,40411331,32100,2016,On Campus,17804.0,18812.0,21586.0,22765.0,22726.0,Arizona,AZ,For Profit,4 Year,10100.0,27090,37190,27090,37190
10,Grand Canyon University,62304.0,2446.0,28715.0,13856.0,586.0,8933.0,40411332,32100,2017,On Campus,17804.0,18812.0,21586.0,22765.0,22726.0,Arizona,AZ,For Profit,4 Year,10100.0,27090,37190,27090,37190
11,Grand Canyon University,62304.0,2446.0,28715.0,13856.0,586.0,8933.0,40411333,32100,2018,On Campus,17804.0,18812.0,21586.0,22765.0,22726.0,Arizona,AZ,For Profit,4 Year,10100.0,27090,37190,27090,37190
12,Grand Canyon University,62304.0,2446.0,28715.0,13856.0,586.0,8933.0,40411340,32100,2016,Off Campus,17804.0,18812.0,21586.0,22765.0,22726.0,Arizona,AZ,For Profit,4 Year,10100.0,27090,37190,27090,37190
13,Grand Canyon University,62304.0,2446.0,28715.0,13856.0,586.0,8933.0,40411341,32100,2017,Off Campus,17804.0,18812.0,21586.0,22765.0,22726.0,Arizona,AZ,For Profit,4 Year,10100.0,27090,37190,27090,37190
14,Grand Canyon University,62304.0,2446.0,28715.0,13856.0,586.0,8933.0,40411342,32100,2018,Off Campus,17804.0,18812.0,21586.0,22765.0,22726.0,Arizona,AZ,For Profit,4 Year,10100.0,27090,37190,27090,37190
15,University of Central Florida,60767.0,3343.0,33293.0,6400.0,120.0,13108.0,40406551,22254,2016,On Campus,12007.0,13289.0,15864.0,18676.0,19331.0,Florida,FL,Public,4 Year,9617.0,6368,15985,22467,32084
16,University of Central Florida,60767.0,3343.0,33293.0,6400.0,120.0,13108.0,40406552,22254,2017,On Campus,12007.0,13289.0,15864.0,18676.0,19331.0,Florida,FL,Public,4 Year,9617.0,6368,15985,22467,32084
17,University of Central Florida,60767.0,3343.0,33293.0,6400.0,120.0,13108.0,40406553,22548,2018,On Campus,12165.62578,13464.562419999998,16073.58102,18922.73066,19586.38393,Florida,FL,Public,4 Year,9617.0,6368,15985,22467,32084
18,University of Central Florida,60767.0,3343.0,33293.0,6400.0,120.0,13108.0,40406560,22254,2016,Off Campus,12007.0,13289.0,15864.0,18676.0,19331.0,Florida,FL,Public,4 Year,9617.0,6368,15985,22467,32084
19,University of Central Florida,60767.0,3343.0,33293.0,6400.0,120.0,13108.0,40406561,22254,2017,Off Campus,12007.0,13289.0,15864.0,18676.0,19331.0,Florida,FL,Public,4 Year,9617.0,6368,15985,22467,32084
20,University of Central Florida,60767.0,3343.0,33293.0,6400.0,120.0,13108.0,40406562,22548,2018,Off Campus,12165.62578,13464.562419999998,16073.58102,18922.73066,19586.38393,Florida,FL,Public,4 Year,9617.0,6368,15985,22467,32084
21,Western Governors University,57821.0,2195.0,41898.0,5442.0,360.0,4291.0,40350855,13270,2017,Off Campus,0.0,0.0,0.0,0.0,0.0,Utah,UT,Private,4 Year,,6670,6670,6670,6670
22,Western Governors University,57821.0,2195.0,41898.0,5442.0,360.0,4291.0,40350856,13870,2018,Off Campus,0.0,0.0,0.0,0.0,0.0,Utah,UT,Private,4 Year,,6670,6670,6670,6670
23,Walden University,52188.0,1343.0,20280.0,18914.0,267.0,3021.0,40408018,25065,2017,Off Campus,0.0,0.0,0.0,0.0,0.0,Minnesota,MN,For Profit,4 Year,,15045,15045,15045,15045
24,Walden University,52188.0,1343.0,20280.0,18914.0,267.0,3021.0,40408019,23244,2018,Off Campus,0.0,0.0,0.0,0.0,0.0,Minnesota,MN,For Profit,4 Year,,15045,15045,15045,15045
25,Northern Virginia Community College,51487.0,7333.0,20097.0,9085.0,134.0,10264.0,40356420,20641,2016,Off Campus,8814.0,9030.0,11132.0,14059.0,14749.0,Virginia,VA,Public,2 Year,,5610,5610,11618,11618
26,Northern Virginia Community College,51487.0,7333.0,20097.0,9085.0,134.0,10264.0,40356421,21268,2017,Off Campus,9081.7379,9304.29921,11470.15048,14486.0623,15197.02204,Virginia,VA,Public,2 Year,,5610,5610,11618,11618
27,Northern Virginia Community College,51487.0,7333.0,20097.0,9085.0,134.0,10264.0,40356422,22220,2018,Off Campus,9488.255414,9720.779031999999,11983.57832,15134.488640000001,15877.27242,Virginia,VA,Public,2 Year,,5610,5610,11618,11618
28,Ashford University,51237.0,645.0,23596.0,18727.0,482.0,4792.0,40401549,23448,2016,Off Campus,18519.0,19354.0,20724.0,20425.0,23057.0,California,CA,For Profit,4 Year,,12160,12160,12160,12160
29,Michigan State University,50081.0,2214.0,33115.0,3196.0,127.0,1878.0,40396439,27290,2016,On Campus,7058.0,13116.0,19564.0,24075.0,26035.0,Michigan,MI,Public,4 Year,10322.0,14460,24782,39765,50087
30,Michigan State University,50081.0,2214.0,33115.0,3196.0,127.0,1878.0,40396440,28478,2017,On Campus,7365.251887,13686.97134,20415.66845,25123.04324,27168.3668,Michigan,MI,Public,4 Year,10322.0,14460,24782,39765,50087
31,Michigan State University,50081.0,2214.0,33115.0,3196.0,127.0,1878.0,40396441,28862,2018,On Campus,7464.565628,13871.527740000001,20690.95522,25461.80469,27534.707589999998,Michigan,MI,Public,4 Year,10322.0,14460,24782,39765,50087
32,Michigan State University,50081.0,2214.0,33115.0,3196.0,127.0,1878.0,40396448,27290,2016,Off Campus,7058.0,13116.0,19564.0,24075.0,26035.0,Michigan,MI,Public,4 Year,10322.0,14460,24782,39765,50087
33,Michigan State University,50081.0,2214.0,33115.0,3196.0,127.0,1878.0,40396449,28478,2017,Off Campus,7365.251887,13686.97134,20415.66845,25123.04324,27168.3668,Michigan,MI,Public,4 Year,10322.0,14460,24782,39765,50087
34,Michigan State University,50081.0,2214.0,33115.0,3196.0,127.0,1878.0,40396450,28862,2018,Off Campus,7464.565628,13871.527740000001,20690.95522,25461.80469,27534.707589999998,Michigan,MI,Public,4 Year,10322.0,14460,24782,39765,50087
35,Florida International University,49610.0,1434.0,5683.0,5977.0,42.0,31211.0,40406323,23512,2016,On Campus,10024.0,11047.0,13305.0,15127.0,16233.0,Florida,FL,Public,4 Year,10882.0,6558,17440,18956,29838
36,Florida International University,49610.0,1434.0,5683.0,5977.0,42.0,31211.0,40406324,23688,2017,On Campus,10099.03505,11129.69275,13404.5951,15240.23375,16354.51276,Florida,FL,Public,4 Year,10882.0,6558,17440,18956,29838
37,Florida International University,49610.0,1434.0,5683.0,5977.0,42.0,31211.0,40406325,23496,2018,On Campus,10017.17863,11039.48248,13295.9459,15116.70602,16221.95339,Florida,FL,Public,4 Year,10882.0,6558,17440,18956,29838
38,Florida International University,49610.0,1434.0,5683.0,5977.0,42.0,31211.0,40406332,25337,2016,Off Campus,10024.0,11047.0,13305.0,15127.0,16233.0,Florida,FL,Public,4 Year,10882.0,6558,17440,18956,29838
39,Florida International University,49610.0,1434.0,5683.0,5977.0,42.0,31211.0,40406333,25750,2017,Off Campus,10099.03505,11129.69275,13404.5951,15240.23375,16354.51276,Florida,FL,Public,4 Year,10882.0,6558,17440,18956,29838
40,Florida International University,49610.0,1434.0,5683.0,5977.0,42.0,31211.0,40406334,25834,2018,Off Campus,10017.17863,11039.48248,13295.9459,15116.70602,16221.95339,Florida,FL,Public,4 Year,10882.0,6558,17440,18956,29838
41,University of Florida,49459.0,3501.0,27317.0,3151.0,137.0,8127.0,40406233,21251,2016,On Campus,6544.0,6386.0,7742.0,11373.0,17393.0,Florida,FL,Public,4 Year,10120.0,6381,16501,28658,38778
42,University of Florida,49459.0,3501.0,27317.0,3151.0,137.0,8127.0,40406234,21131,2017,On Campus,6507.047386,6349.939579,7698.282528,11308.77902,17294.785330000002,Florida,FL,Public,4 Year,10120.0,6381,16501,28658,38778
43,University of Florida,49459.0,3501.0,27317.0,3151.0,137.0,8127.0,40406235,21211,2018,On Campus,6531.682462,6373.97986,7727.427509,11351.593009999999,17360.26178,Florida,FL,Public,4 Year,10120.0,6381,16501,28658,38778
44,University of Florida,49459.0,3501.0,27317.0,3151.0,137.0,8127.0,40406242,21251,2016,Off Campus,6544.0,6386.0,7742.0,11373.0,17393.0,Florida,FL,Public,4 Year,10120.0,6381,16501,28658,38778
45,University of Florida,49459.0,3501.0,27317.0,3151.0,137.0,8127.0,40406243,21131,2017,Off Campus,6507.047386,6349.939579,7698.282528,11308.77902,17294.785330000002,Florida,FL,Public,4 Year,10120.0,6381,16501,28658,38778
46,University of Florida,49459.0,3501.0,27317.0,3151.0,137.0,8127.0,40406244,21211,2018,Off Campus,6531.682462,6373.97986,7727.427509,11351.593009999999,17360.26178,Florida,FL,Public,4 Year,10120.0,6381,16501,28658,38778
47,New York University,49274.0,7314.0,17326.0,2374.0,94.0,4267.0,40389662,69710,2016,On Campus,25964.0,26366.0,35511.0,42581.0,55558.0,New York,NY,Private,4 Year,18156.0,51828,69984,51828,69984
48,New York University,49274.0,7314.0,17326.0,2374.0,94.0,4267.0,40389663,71790,2017,On Campus,26738.71123,27152.70607,36570.57366,43851.527610000005,57215.734039999996,New York,NY,Private,4 Year,18156.0,51828,69984,51828,69984
49,New York University,49274.0,7314.0,17326.0,2374.0,94.0,4267.0,40389664,73566,2018,On Campus,27400.195439999996,27824.43202,37475.28656,44936.36273,58631.18388,New York,NY,Private,4 Year,18156.0,51828,69984,51828,69984
50,New York University,49274.0,7314.0,17326.0,2374.0,94.0,4267.0,40389671,69710,2016,Off Campus,25964.0,26366.0,35511.0,42581.0,55558.0,New York,NY,Private,4 Year,18156.0,51828,69984,51828,69984
51,New York University,49274.0,7314.0,17326.0,2374.0,94.0,4267.0,40389672,71790,2017,Off Campus,26738.71123,27152.70607,36570.57366,43851.527610000005,57215.734039999996,New York,NY,Private,4 Year,18156.0,51828,69984,51828,69984
52,New York University,49274.0,7314.0,17326.0,2374.0,94.0,4267.0,40389673,73566,2018,Off Campus,27400.195439999996,27824.43202,37475.28656,44936.36273,58631.18388,New York,NY,Private,4 Year,18156.0,51828,69984,51828,69984
53,University of Illinois at Urbana-Champaign,45140.0,6121.0,21777.0,2186.0,39.0,3384.0,40403827,30064,2016,On Campus,8357.0,11129.0,17206.0,23249.0,27888.0,Illinois,IL,Public,4 Year,11308.0,15094,26402,31664,42972
54,University of Illinois at Urbana-Champaign,45140.0,6121.0,21777.0,2186.0,39.0,3384.0,40403828,30082,2017,On Campus,8362.003526,11135.663190000001,17216.30162,23262.9197,27904.697180000003,Illinois,IL,Public,4 Year,11308.0,15094,26402,31664,42972
55,University of Illinois at Urbana-Champaign,45140.0,6121.0,21777.0,2186.0,39.0,3384.0,40403829,30102,2018,On Campus,8367.562999,11143.06672,17227.74787,23278.38604,27923.2496,Illinois,IL,Public,4 Year,11308.0,15094,26402,31664,42972
56,Broward College,44119.0,1305.0,9047.0,14638.0,84.0,15053.0,40406604,22126,2016,Off Campus,8851.0,9452.0,10949.0,12978.0,12588.0,Florida,FL,Public,2 Year,,3540,3540,11190,11190
57,Broward College,44119.0,1305.0,9047.0,14638.0,84.0,15053.0,40406605,13997,2017,Off Campus,5599.179563000001,5979.374672,6926.383123999999,8209.936997,7963.221369,Florida,FL,Public,2 Year,,3540,3540,11190,11190
58,Broward College,44119.0,1305.0,9047.0,14638.0,84.0,15053.0,40406606,27994,2018,Off Campus,11198.359129999999,11958.74934,13852.76625,16419.87399,15926.44274,Florida,FL,Public,2 Year,,3540,3540,11190,11190
59,Southern New Hampshire University,43274.0,337.0,10846.0,2373.0,152.0,1009.0,40392632,49982,2016,On Campus,44050.0,41722.0,38532.0,36487.0,35332.0,New Hampshire,NH,Private,4 Year,13120.0,31136,44256,31136,44256
60,Southern New Hampshire University,43274.0,337.0,10846.0,2373.0,152.0,1009.0,40392633,50436,2017,On Campus,44450.11804,42100.97219,38881.99656,36818.42127,35652.930089999994,New Hampshire,NH,Private,4 Year,13120.0,31136,44256,31136,44256
61,Southern New Hampshire University,43274.0,337.0,10846.0,2373.0,152.0,1009.0,40392634,51538,2018,On Campus,45421.32968,43020.85623,39731.54768,37622.884360000004,36431.92781,New Hampshire,NH,Private,4 Year,13120.0,31136,44256,31136,44256
62,Southern New Hampshire University,43274.0,337.0,10846.0,2373.0,152.0,1009.0,40392641,50056,2016,Off Campus,44050.0,41722.0,38532.0,36487.0,35332.0,New Hampshire,NH,Private,4 Year,13120.0,31136,44256,31136,44256
63,Southern New Hampshire University,43274.0,337.0,10846.0,2373.0,152.0,1009.0,40392642,50266,2017,Off Campus,44450.11804,42100.97219,38881.99656,36818.42127,35652.930089999994,New Hampshire,NH,Private,4 Year,13120.0,31136,44256,31136,44256
64,Southern New Hampshire University,43274.0,337.0,10846.0,2373.0,152.0,1009.0,40392643,51166,2018,Off Campus,45421.32968,43020.85623,39731.54768,37622.884360000004,36431.92781,New Hampshire,NH,Private,4 Year,13120.0,31136,44256,31136,44256
65,Valencia College,43217.0,1898.0,13600.0,7490.0,144.0,13965.0,40405667,16493,2016,Off Campus,5973.0,6445.0,8075.0,8841.0,8747.0,Florida,FL,Public,2 Year,,3366,3366,12828,12828
66,Valencia College,43217.0,1898.0,13600.0,7490.0,144.0,13965.0,40405668,16493,2017,Off Campus,5973.0,6445.0,8075.0,8841.0,8747.0,Florida,FL,Public,2 Year,,3366,3366,12828,12828
67,Valencia College,43217.0,1898.0,13600.0,7490.0,144.0,13965.0,40405669,16493,2018,Off Campus,5973.0,6445.0,8075.0,8841.0,8747.0,Florida,FL,Public,2 Year,,3366,3366,12828,12828
68,University of Southern California,42453.0,7696.0,13922.0,2238.0,73.0,5286.0,40408095,69711,2016,On Campus,14777.0,17084.0,22445.0,30084.0,49423.0,California,CA,Private,4 Year,15395.0,56225,71620,56225,71620
69,University of Southern California,42453.0,7696.0,13922.0,2238.0,73.0,5286.0,40408096,72209,2017,On Campus,15306.51394,17696.18218,23249.28641,31162.019710000004,51194.00679,California,CA,Private,4 Year,15395.0,56225,71620,56225,71620
70,University of Southern California,42453.0,7696.0,13922.0,2238.0,73.0,5286.0,40408097,74825,2018,On Campus,15861.04094,18337.28249,24091.56553,32290.962689999997,53048.67202,California,CA,Private,4 Year,15395.0,56225,71620,56225,71620
71,University of Southern California,42453.0,7696.0,13922.0,2238.0,73.0,5286.0,40408104,69711,2016,Off Campus,14777.0,17084.0,22445.0,30084.0,49423.0,California,CA,Private,4 Year,15395.0,56225,71620,56225,71620
72,University of Southern California,42453.0,7696.0,13922.0,2238.0,73.0,5286.0,40408105,72209,2017,Off Campus,15306.51394,17696.18218,23249.28641,31162.019710000004,51194.00679,California,CA,Private,4 Year,15395.0,56225,71620,56225,71620
73,University of Southern California,42453.0,7696.0,13922.0,2238.0,73.0,5286.0,40408106,74825,2018,Off Campus,15861.04094,18337.28249,24091.56553,32290.962689999997,53048.67202,California,CA,Private,4 Year,15395.0,56225,71620,56225,71620
74,University of Arizona,42236.0,2392.0,22050.0,1402.0,517.0,9405.0,40411432,27169,2016,On Campus,11278.0,11961.0,15513.0,18143.0,20029.0,Arizona,AZ,Public,4 Year,12550.0,12487,25037,36386,48936
75,University of Arizona,42236.0,2392.0,22050.0,1402.0,517.0,9405.0,40411433,28277,2017,On Campus,11737.93684,12448.790790000001,16145.64765,18882.90371,20845.81814,Arizona,AZ,Public,4 Year,12550.0,12487,25037,36386,48936
76,University of Arizona,42236.0,2392.0,22050.0,1402.0,517.0,9405.0,40411434,29217,2018,On Campus,12128.13596,12862.62052,16682.37039,19510.61986,21538.7866,Arizona,AZ,Public,4 Year,12550.0,12487,25037,36386,48936
77,University of Arizona,42236.0,2392.0,22050.0,1402.0,517.0,9405.0,40411441,29069,2016,Off Campus,11278.0,11961.0,15513.0,18143.0,20029.0,Arizona,AZ,Public,4 Year,12550.0,12487,25037,36386,48936
78,University of Arizona,42236.0,2392.0,22050.0,1402.0,517.0,9405.0,40411442,30177,2017,Off Campus,11737.93684,12448.790790000001,16145.64765,18882.90371,20845.81814,Arizona,AZ,Public,4 Year,12550.0,12487,25037,36386,48936
79,University of Arizona,42236.0,2392.0,22050.0,1402.0,517.0,9405.0,40411443,29317,2018,Off Campus,12128.13596,12862.62052,16682.37039,19510.61986,21538.7866,Arizona,AZ,Public,4 Year,12550.0,12487,25037,36386,48936
80,Florida State University,41226.0,1029.0,26466.0,3377.0,116.0,6594.0,40406250,22575,2016,On Campus,9824.0,11203.0,15305.0,18826.0,19821.0,Florida,FL,Public,4 Year,10816.0,6516,17332,21683,32499
81,Florida State University,41226.0,1029.0,26466.0,3377.0,116.0,6594.0,40406251,21774,2017,On Campus,9475.427508,10805.49821,14761.952159999999,18158.021,19117.71668,Florida,FL,Public,4 Year,10816.0,6516,17332,21683,32499
82,Florida State University,41226.0,1029.0,26466.0,3377.0,116.0,6594.0,40406252,22168,2018,On Campus,9646.885138,11001.02343,15029.069319999999,18486.58994,19463.6513,Florida,FL,Public,4 Year,10816.0,6516,17332,21683,32499
83,Florida State University,41226.0,1029.0,26466.0,3377.0,116.0,6594.0,40406259,22575,2016,Off Campus,9824.0,11203.0,15305.0,18826.0,19821.0,Florida,FL,Public,4 Year,10816.0,6516,17332,21683,32499
84,Florida State University,41226.0,1029.0,26466.0,3377.0,116.0,6594.0,40406260,21774,2017,Off Campus,9475.427508,10805.49821,14761.952159999999,18158.021,19117.71668,Florida,FL,Public,4 Year,10816.0,6516,17332,21683,32499
85,Florida State University,41226.0,1029.0,26466.0,3377.0,116.0,6594.0,40406261,22168,2018,Off Campus,9646.885138,11001.02343,15029.069319999999,18486.58994,19463.6513,Florida,FL,Public,4 Year,10816.0,6516,17332,21683,32499
86,University of Houston,40914.0,8118.0,11855.0,4173.0,47.0,10994.0,40361647,24605,2016,On Campus,12929.0,13646.0,15821.0,20811.0,22451.0,Texas,TX,Public,4 Year,10270.0,12506,22776,27956,38226
87,University of Houston,40914.0,8118.0,11855.0,4173.0,47.0,10994.0,40361648,24946,2017,On Campus,13108.18265,13835.119530000002,16040.26279,21099.41906,22762.14777,Texas,TX,Public,4 Year,10270.0,12506,22776,27956,38226
88,University of Houston,40914.0,8118.0,11855.0,4173.0,47.0,10994.0,40361649,23225,2018,On Campus,12203.86202,12880.64824,14933.66084,19643.7909,21191.80959,Texas,TX,Public,4 Year,10270.0,12506,22776,27956,38226
89,University of Houston,40914.0,8118.0,11855.0,4173.0,47.0,10994.0,40361656,27394,2016,Off Campus,12929.0,13646.0,15821.0,20811.0,22451.0,Texas,TX,Public,4 Year,10270.0,12506,22776,27956,38226
90,University of Houston,40914.0,8118.0,11855.0,4173.0,47.0,10994.0,40361657,27581,2017,Off Campus,13108.18265,13835.119530000002,16040.26279,21099.41906,22762.14777,Texas,TX,Public,4 Year,10270.0,12506,22776,27956,38226
91,University of Houston,40914.0,8118.0,11855.0,4173.0,47.0,10994.0,40361658,24617,2018,Off Campus,12203.86202,12880.64824,14933.66084,19643.7909,21191.80959,Texas,TX,Public,4 Year,10270.0,12506,22776,27956,38226
92,Temple University,37485.0,3819.0,20664.0,4466.0,62.0,1987.0,40364617,33048,2016,On Campus,18655.0,19296.0,22237.0,24584.0,26941.0,Pennsylvania,PA,Public,4 Year,11916.0,16970,28886,29066,40982
93,Temple University,37485.0,3819.0,20664.0,4466.0,62.0,1987.0,40364618,32430,2017,On Campus,18306.15015,18935.1634,21821.16649,24124.27741,26437.20134,Pennsylvania,PA,Public,4 Year,11916.0,16970,28886,29066,40982
94,Temple University,37485.0,3819.0,20664.0,4466.0,62.0,1987.0,40364619,33004,2018,On Campus,18630.162790000002,19270.30937,22207.39373,24551.26894,26905.130839999998,Pennsylvania,PA,Public,4 Year,11916.0,16970,28886,29066,40982
95,Temple University,37485.0,3819.0,20664.0,4466.0,62.0,1987.0,40364626,35544,2016,Off Campus,18655.0,19296.0,22237.0,24584.0,26941.0,Pennsylvania,PA,Public,4 Year,11916.0,16970,28886,29066,40982
96,Temple University,37485.0,3819.0,20664.0,4466.0,62.0,1987.0,40364627,35210,2017,Off Campus,18306.15015,18935.1634,21821.16649,24124.27741,26437.20134,Pennsylvania,PA,Public,4 Year,11916.0,16970,28886,29066,40982
97,Temple University,37485.0,3819.0,20664.0,4466.0,62.0,1987.0,40364628,35994,2018,Off Campus,18630.162790000002,19270.30937,22207.39373,24551.26894,26905.130839999998,Pennsylvania,PA,Public,4 Year,11916.0,16970,28886,29066,40982
98,Texas State University,36739.0,819.0,18983.0,2931.0,109.0,11606.0,40360847,21595,2016,On Campus,11029.0,11867.0,15161.0,19617.0,20762.0,Texas,TX,Public,4 Year,9374.0,10935,20309,23385,32759
99,Texas State University,36739.0,819.0,18983.0,2931.0,109.0,11606.0,40360848,22625,2017,On Campus,11555.04168,12433.01111,15884.122480000002,20552.65687,21752.26904,Texas,TX,Public,4 Year,9374.0,10935,20309,23385,32759
100,Texas State University,36739.0,819.0,18983.0,2931.0,109.0,11606.0,40360849,23130,2018,On Campus,11812.95531,12710.521420000001,16238.66312,21011.40125,22237.7893,Texas,TX,Public,4 Year,9374.0,10935,20309,23385,32759
101,Texas State University,36739.0,819.0,18983.0,2931.0,109.0,11606.0,40360856,21595,2016,Off Campus,11029.0,11867.0,15161.0,19617.0,20762.0,Texas,TX,Public,4 Year,9374.0,10935,20309,23385,32759
102,Texas State University,36739.0,819.0,18983.0,2931.0,109.0,11606.0,40360857,22625,2017,Off Campus,11555.04168,12433.01111,15884.122480000002,20552.65687,21752.26904,Texas,TX,Public,4 Year,9374.0,10935,20309,23385,32759
103,Texas State University,36739.0,819.0,18983.0,2931.0,109.0,11606.0,40360858,23130,2018,Off Campus,11812.95531,12710.521420000001,16238.66312,21011.40125,22237.7893,Texas,TX,Public,4 Year,9374.0,10935,20309,23385,32759
104,University of North Texas,36486.0,1881.0,17907.0,4197.0,154.0,6873.0,40361272,22951,2016,On Campus,8678.0,12625.0,14590.0,19594.0,19204.0,Texas,TX,Public,4 Year,9727.0,11250,20977,23700,33427
105,University of North Texas,36486.0,1881.0,17907.0,4197.0,154.0,6873.0,40361273,23948,2017,On Campus,9054.975557,13173.43471,15223.79504,20445.17067,20038.228919999998,Texas,TX,Public,4 Year,9727.0,11250,20977,23700,33427
106,University of North Texas,36486.0,1881.0,17907.0,4197.0,154.0,6873.0,40361274,24712,2018,On Campus,9343.851509999999,13593.69962,15709.471480000002,21097.42181,20677.49763,Texas,TX,Public,4 Year,9727.0,11250,20977,23700,33427
107,University of North Texas,36486.0,1881.0,17907.0,4197.0,154.0,6873.0,40361279,23489,2016,Off Campus,8678.0,12625.0,14590.0,19594.0,19204.0,Texas,TX,Public,4 Year,9727.0,11250,20977,23700,33427
108,University of North Texas,36486.0,1881.0,17907.0,4197.0,154.0,6873.0,40361280,24162,2017,Off Campus,9054.975557,13173.43471,15223.79504,20445.17067,20038.228919999998,Texas,TX,Public,4 Year,9727.0,11250,20977,23700,33427
109,University of North Texas,36486.0,1881.0,17907.0,4197.0,154.0,6873.0,40361281,24868,2018,Off Campus,9343.851509999999,13593.69962,15709.471480000002,21097.42181,20677.49763,Texas,TX,Public,4 Year,9727.0,11250,20977,23700,33427
110,East Los Angeles College,36012.0,3461.0,2320.0,1476.0,67.0,24235.0,40409604,20606,2017,Off Campus,8215.779156999999,8726.186664,11478.404559999999,11434.38584,0.0,California,CA,Public,2 Year,,1404,1404,8934,8934
111,East Los Angeles College,36012.0,3461.0,2320.0,1476.0,67.0,24235.0,40409605,21164,2018,Off Campus,8438.258278,8962.487361,11789.233909999999,11744.02319,0.0,California,CA,Public,2 Year,,1404,1404,8934,8934
112,College of Southern Nevada,35943.0,3385.0,12911.0,4240.0,231.0,9534.0,40392826,16762,2016,Off Campus,6223.0,6610.0,8220.0,10385.0,11049.0,Nevada,NV,Public,2 Year,,3458,3458,10370,10370
113,College of Southern Nevada,35943.0,3385.0,12911.0,4240.0,231.0,9534.0,40392827,17483,2017,Off Campus,6490.6758740000005,6894.322276999999,8573.574752,10831.69998,11524.26125,Nevada,NV,Public,2 Year,,3458,3458,10370,10370
114,College of Southern Nevada,35943.0,3385.0,12911.0,4240.0,231.0,9534.0,40392828,19608,2018,Off Campus,7279.595751999999,7732.304020999999,9615.664002,12148.25677,12924.99654,Nevada,NV,Public,2 Year,,3458,3458,10370,10370
115,University of Georgia,35197.0,2859.0,24567.0,2805.0,37.0,1637.0,40405043,26208,2016,On Campus,10357.0,11975.0,15203.0,17151.0,17434.0,Georgia,GA,Public,4 Year,10038.0,11830,21868,30404,40442
116,University of Georgia,35197.0,2859.0,24567.0,2805.0,37.0,1637.0,40405044,26404,2017,On Campus,10434.4562,12064.556620000001,15316.69765,17279.266030000003,17564.38248,Georgia,GA,Public,4 Year,10038.0,11830,21868,30404,40442
117,University of Georgia,35197.0,2859.0,24567.0,2805.0,37.0,1637.0,40405045,26688,2018,On Campus,10546.68864,12194.32234,15481.44322,17465.120880000002,17753.304030000003,Georgia,GA,Public,4 Year,10038.0,11830,21868,30404,40442
118,University of Georgia,35197.0,2859.0,24567.0,2805.0,37.0,1637.0,40405051,24624,2016,Off Campus,10357.0,11975.0,15203.0,17151.0,17434.0,Georgia,GA,Public,4 Year,10038.0,11830,21868,30404,40442
119,University of Georgia,35197.0,2859.0,24567.0,2805.0,37.0,1637.0,40405052,24840,2017,Off Campus,10434.4562,12064.556620000001,15316.69765,17279.266030000003,17564.38248,Georgia,GA,Public,4 Year,10038.0,11830,21868,30404,40442
